,frequ,nkill,latitude,longitude,country
Supporters of Sultan Abd-al-Bagi,1.0,5.0,8.52988,28.100208000000002,Sudan
Ugandan People's Democratic Army,1.0,28.0,1.687313,31.713846000000004,Uganda
Avengers of Peiper Group,1.0,0.0,48.856614,2.3522220000000003,France
Pataxo Indians,1.0,0.0,-15.462566,-39.652954,Brazil
El-Feth katibat,1.0,0.0,36.729434999999995,3.4986870000000003,Algeria
Maori,1.0,0.0,-36.848459999999996,174.76333200000002,New Zealand
Burmese Minority Group Pirates,1.0,0.0,16.797851,96.15735,Myanmar
Saffron Tigers,1.0,2.0,31.147130999999998,75.34121800000001,India
Comando Autónomo Voltaire Argandoña,1.0,0.0,-33.440548,-70.65441700000001,Chile
Harakat-i-Inqilahi-i-Islami,1.0,1.0,34.361059000000004,68.840693,Afghanistan
Local landlord employee,1.0,1.0,31.802201,74.25731999999999,Pakistan
Moro National Liberation Front Splinter group,1.0,1.0,7.0255600000000005,124.315,Philippines
Arakan Rohingy Islamic Front,1.0,8.0,20.82449,92.35785,Myanmar
Face to Face (Face-a-Face),1.0,0.0,18.238072,-72.53405,Haiti
Autonomous Group for Armed Action,1.0,0.0,48.856614,2.3522220000000003,France
Iranian dissident group,1.0,1.0,24.893379,67.028061,Pakistan
Counterrevolutionary Solidarity (SC),1.0,0.0,14.624422000000001,-90.53288,Guatemala
Praveen Dalam,1.0,1.0,18.222360000000002,78.60588299999999,India
Former Border Policeman,1.0,0.0,-33.333465999999994,-60.211029,Argentina
Armed Groups of Organised Proletariat,1.0,1.0,41.89052,12.494249,Italy
Iranian exiles,1.0,0.0,50.940664,6.959911999999999,Germany
Beli Orlovi (White Eagles),1.0,0.0,42.886909,20.874809,Kosovo
Palestinian/Lebanese nationalists,1.0,0.0,33.562839000000004,35.36887,Lebanon
Red Resistance Front,1.0,0.0,52.370216,4.895168,Netherlands
Ansar al-Jihad,1.0,0.0,33.3,44.4,Iraq
Farzandan-e-Millat,1.0,0.0,33.778175,76.576171,India
Armed Commandos of Student Self Defense,1.0,0.0,18.399712,-66.049987,United States
Extreme Right-wing Socialist Phalange,1.0,1.0,-18.802222,-67.890833,Bolivia
Opponents of Regime,1.0,0.0,33.512753000000004,36.295873,Syria
Khmer Serei Guerrillas,1.0,1.0,13.727896,100.524124,Thailand
RVA,1.0,0.0,52.505803,13.331741000000001,West Germany (FRG)
Posse Comitatus,1.0,2.0,46.894259999999996,-99.299994,United States
Resistance Movement,1.0,0.0,41.014061,28.960465000000003,Turkey
Komando Jihad (Indonesian),1.0,4.0,-6.2088209999999995,106.846046,Indonesia
Islamist Sufi Group,1.0,1.0,15.647578,32.480689,Sudan
Ethnic Russian Separatists,1.0,0.0,47.007003000000005,29.296931,Moldova
Bhumi Uchched Pratirodh Committee (BUPC),1.0,3.0,22.308813,86.19933,India
Sudurpaschim Janata Dal,1.0,0.0,29.218825,80.499386,Nepal
Congolese Liberation Party (PLC),1.0,28.0,1.010278,27.161666999999998,Zaire
Last Alternative Guerrilla Front,1.0,0.0,14.0833,-87.2167,Honduras
Armed Vanguards of a Second Mohammed Army,1.0,24.0,33.3,44.4,Iraq
United Garo Security Force (UGSF),1.0,0.0,25.576157000000002,90.495075,India
Anarchist Cell Acca (C.A.A.),1.0,0.0,45.541553,10.211802,Italy
Alexandros Grigoropoulos Anarchist Attack Group,1.0,0.0,38.057749,23.833695000000002,Greece
Arab Unionist Nationalist Organization,1.0,1.0,35.166740000000004,33.367592,Cyprus
Islamic Revolutionary Command,1.0,0.0,-37.201728,-59.841069999999995,Argentina
National Development Party (NDP),1.0,0.0,-0.092039,34.7696,Kenya
Musa Sudi Yalahow Militia,1.0,0.0,2.03742,45.337971,Somalia
Bangladesh Communist Party,1.0,3.0,23.474584,89.171104,Bangladesh
United Jewish Underground,1.0,0.0,40.78306,-73.971249,United States
Armed Revolutionary Groups,1.0,0.0,41.89052,12.494249,Italy
Patria y Libertad (Fatherland and Liberty),1.0,0.0,-18.477323000000002,-70.314534,Chile
Pattani United Liberation Organization-MKP (PULO-MKP),1.0,0.0,13.765897,100.640945,Thailand
Association of Mobil Spill Affected Communities (AMSAC),1.0,0.0,9.457709,7.864447,Nigeria
Abu Amarah Battalion,1.0,0.0,36.209706,37.151891,Syria
Moroccan extremists,1.0,1.0,45.539838,10.222956,Italy
Free Revolutionaries Movement-The Giants,1.0,5.0,33.981989,35.703407,Lebanon
Al-Hamas Mujahideen,1.0,0.0,34.083658,74.797368,India
National Liberation Army (El Salvador),1.0,0.0,13.957222199999999,-89.1897222,El Salvador
Forces for the Unification of the Central African Republic (FIRCA),1.0,0.0,10.462647,23.289973,Central African Republic
Committee of action against bull fights,1.0,0.0,43.253764000000004,2.177835,France
State Council of Indian and Peasant Organization,1.0,2.0,15.743255,-92.28566,Mexico
United Democratic Terai Liberation Front (UDTLF),1.0,0.0,24.632919,76.788326,India
Latvian Republic Volunteer Troops,1.0,0.0,57.047525,24.420277,Latvia
Squatters,1.0,0.0,14.596051000000001,120.97866599999999,Philippines
Macedonian nationalists,1.0,0.0,41.12162,20.819441,Macedonia
Nihilistic Patrol and Neighborhood Arsonists,1.0,0.0,38.023627000000005,23.731099,Greece
Korubo Tribe,1.0,1.0,-4.160966,-70.55177900000001,Brazil
Togolese Peoples Rally,1.0,0.0,6.172553,1.231572,Togo
League of Damascus for Special Tasks,1.0,0.0,33.499615999999996,36.277186,Syria
Supporters of Ali Mahdi Mohammed,1.0,0.0,2.0807189999999998,45.343315000000004,Somalia
Armed Brigades,1.0,0.0,43.604652,1.444209,France
Popular Liberation Front Urban Commando,1.0,0.0,10.502961,-66.917253,Venezuela
Mong Thai Army (MTA),1.0,2.0,16.802297,96.155478,Myanmar
Communist Anti-Imperialistic Revolutionaries,1.0,0.0,45.539838,10.222956,Italy
New Indigenous People's Army,1.0,1.0,7.893834,125.35883100000001,Philippines
Black Bloc,1.0,0.0,30.122723999999998,31.251714,Egypt
Igbo tribal group,1.0,0.0,6.618911,3.305532,Nigeria
Unrepentant Anarchists,1.0,0.0,37.981376000000004,23.731427,Greece
Miguel d'Escoto Brockman Community Movement,1.0,0.0,12.919106,-85.916609,Nicaragua
Communist Nuclei of Counter Power,1.0,0.0,40.840097,14.251635999999998,Italy
Palestinian Students,1.0,0.0,23.811388,90.41210600000001,Bangladesh
African-American extremists,1.0,0.0,41.432339,-81.510315,United States
Mesopotamian Army (MEZOR),1.0,0.0,36.99154,35.331051,Turkey
Red Commandos,1.0,1.0,54.597269,-5.930109,United Kingdom
Egbema National Front,1.0,0.0,5.51737,5.752496,Nigeria
Armed Commandos for Liberation,1.0,0.0,37.01808,-7.928491,Portugal
Maoist Farm Laborers Struggle Committee (MXSS),1.0,6.0,25.213929,84.98955500000001,India
Nobles of Jordan,1.0,1.0,31.950001,35.933331,Jordan
Tibetan separatists,1.0,1.0,29.56301,106.551557,China
Territorial Patrols of Anti-Fascist Vigilance,1.0,0.0,41.89052,12.494249,Italy
Vietnamese,1.0,0.0,51.198429,6.695289999999999,Germany
Leftist youths,1.0,1.0,-33.469115,-70.641997,Chile
Gazteriak,1.0,0.0,43.309173,-1.6355540000000002,France
Coalition of National Brigades,1.0,0.0,18.5391667,-72.335,Haiti
Achik Matgrik Army (AMA),1.0,0.0,25.495813000000002,90.61666899999999,India
Patriotic Liberation Front (FPL),1.0,0.0,4.6366190000000005,-74.122652,Colombia
AFB,1.0,0.0,48.208174,16.373819,Austria
Terai Janatantrik Party,1.0,0.0,24.877812,86.921828,India
People's Liberation Army (Northern Ireland),1.0,1.0,54.597269,-5.930109,United Kingdom
Al-Jub Tribe,1.0,0.0,15.793695999999999,44.319674,Yemen
Kokang,1.0,34.0,23.694157,98.769736,Myanmar
Najib Watan Party Faction,1.0,0.0,34.533056,69.166111,Afghanistan
King Street,1.0,0.0,51.500152,-0.126236,United Kingdom
United Janatantrik Terai Mukti Morcha (U-JTMM),1.0,1.0,26.750178000000002,85.86670500000001,Nepal
Pro-LGBT Rights extremists,1.0,0.0,38.895112,-77.036366,United States
Bangladesh National Socialist Party,1.0,0.0,23.811388,90.41210600000001,Bangladesh
Democratic Iraqi Opposition of Germany,1.0,0.0,52.466216,13.288529999999998,Germany
"Rival Zulu Group, name not stated",1.0,0.0,-28.928744000000002,29.615607,South Africa
Volunteers of Innocent People of Nagas (VIPN),1.0,0.0,25.095385999999998,94.361652,India
Nepali Congress Party (NC),1.0,3.0,27.643147999999997,83.890632,Nepal
Alpha-66 (Cuban counterrevolutionary),1.0,1.0,19.432608,-99.133207,Mexico
Jund al-Khilafa,1.0,1.0,36.481153000000006,4.2923089999999995,Algeria
Socialist Labor Party of Lebanon,1.0,3.0,33.888628999999995,35.495478999999996,Lebanon
MNR of the Left,1.0,0.0,-17.783219,-63.182042,Bolivia
Youth for Revolution,1.0,0.0,-26.246319,27.853677,South Africa
Koetoh Reh,1.0,0.0,52.370216,4.895168,Netherlands
22 May 1948,1.0,0.0,14.609856,-61.06873100000001,Martinique
Tacayana Indians,1.0,0.0,5.7858160000000005,-55.896388,Suriname
Kani Brigade,1.0,1.0,32.433957,13.632342000000001,Libya
Organized Comrads for Communism,1.0,1.0,41.89052,12.494249,Italy
Rightist supporters of Democratic Alliance,1.0,0.0,41.149968,-8.610242999999999,Portugal
Majlis-e-Askari,1.0,7.0,32.514466999999996,69.29073299999999,Pakistan
313 Brigade,1.0,17.0,18.520429999999998,73.85674399999999,India
Basque guerrillas,1.0,0.0,43.320812,-1.984447,Spain
United Nasirite Organizaiton,1.0,0.0,34.601576,32.955596,Cyprus
Laiq Chanio Group of Dacoit Bandits,1.0,1.0,20.805,78.8875,India
Justice Army for Defenseless Peoples,1.0,4.0,17.439193,-99.545097,Mexico
Mahir Cayan Suicide Group,1.0,0.0,41.010560999999996,28.967632000000002,Turkey
Revolutionary Command,1.0,0.0,10.502961,-66.917253,Venezuela
Insurgency Commune,1.0,1.0,4.5981,-74.07603,Colombia
Mozambique Rightest Rebels,1.0,4.0,-25.543332999999997,32.112778000000006,Mozambique
Kara clan,1.0,7.0,10.294744999999999,22.781062,Central African Republic
Iraqi Sunni Extremists,1.0,6.0,33.431899,43.311566,Iraq
Revolutionary Labor Commandos,1.0,0.0,18.46617,-66.106654,United States
Organization of Soldiers of the Levant,1.0,2.0,25.291610000000002,51.530437,Qatar
Supporters of Saddam Hussein,1.0,0.0,15.441951999999999,44.243157000000004,Yemen
Mujahedin Kompak,1.0,0.0,-6.2088209999999995,106.846046,Indonesia
Les Casseurs,1.0,0.0,40.639619,22.943375,Greece
Right-Wing Gunmen,1.0,0.0,-34.6037,-58.381503,Argentina
Chinese Pirates,1.0,0.0,22.281867000000002,114.161326,Hong Kong
People's Revolutionary Party,1.0,0.0,36.974025,-122.03095400000001,United States
White Guard,1.0,1.0,16.023310000000002,-91.89793,Mexico
Comando Independiente Revolucionario,1.0,0.0,6.270526,-75.57217299999999,Colombia
Labor Union Leaders,1.0,0.0,14.624422000000001,-90.53288,Guatemala
Jihad Islamic League Front,1.0,4.0,36.752887,3.042048,Algeria
Nucleus of Fighting Communists,1.0,0.0,41.89052,12.494249,Italy
Committee for the Elimination of Killer Collaborators,1.0,1.0,23.811388,90.41210600000001,Bangladesh
Arab Socialist Baath Party of Iraq,1.0,27.0,31.988807,44.924958000000004,Iraq
Kuki Independent Organization (KIO/KIA),1.0,0.0,25.151716,93.969859,India
Rwenzururu Rebels,1.0,4.0,0.34271399999999996,32.561313,Uganda
Comrades in Arms,1.0,0.0,42.36679,-71.10601899999999,United States
Kamal Udwan Unit of Palestinians,1.0,1.0,31.315448999999997,34.229751,West Bank and Gaza Strip
Majlis-e-Lashkari,1.0,16.0,34.012906,71.580885,Pakistan
National Alliance for the Protection of the Fulani Identity and the Restoration of Justice (ANSIPRJ),1.0,17.0,15.278042999999998,-5.552544999999999,Mali
Artigas Guard Commando,1.0,0.0,-34.891151,-56.187214000000004,Uruguay
Russian Militia,1.0,0.0,47.266372,29.156869,Moldova
Provisional RSPCA,1.0,0.0,53.387762,-0.333285,United Kingdom
Anti Shah of Iran,1.0,0.0,40.712784,-74.005941,United States
People's Guerrilla Movement,1.0,0.0,-38.734133,-72.58465100000001,Chile
Guerrilla Movement of the Poor (MGP),1.0,0.0,-33.469115,-70.641997,Chile
Alde Hemendik Movement,1.0,0.0,42.897185,-2.168966,Spain
Meitei extremists,1.0,4.0,24.663717000000002,93.906269,India
Arbav Martyrs of Khuzestan,1.0,8.0,31.285505999999998,48.643415999999995,Iran
Communist Territorial Unit,1.0,0.0,44.49419,11.346518,Italy
Al-Fatihin Army (AFA),1.0,0.0,35.272259000000005,43.462072,Iraq
Lebanese and Palestinian Resistance Fighters,1.0,1.0,33.403659000000005,35.273238,Lebanon
Moslem Paramilitary Group,1.0,0.0,43.760653999999995,19.289248999999998,Bosnia-Herzegovina
Azadejan (Liberation),1.0,0.0,36.529688,-6.292657,Spain
Revolutionary Force,1.0,0.0,35.443708,139.638026,Japan
Armed Communist Commando,1.0,0.0,45.463681,9.188171,Italy
Grupo Libertad,1.0,0.0,-0.18143900000000002,-78.46726600000001,Ecuador
Supporters of the Islamic State in the Land of the Two Holy Mosques,1.0,0.0,24.633451,46.716711,Saudi Arabia
Xhosa Tribal Workers,1.0,6.0,-29.601439000000003,30.376695,South Africa
Israel Militant,1.0,0.0,31.766496000000004,35.21172,Israel
Former Muslim Guerrillas,1.0,0.0,8.004674000000001,124.2913,Philippines
Popular Resistance Brigade,1.0,1.0,26.286528000000004,50.623622999999995,Bahrain
Islamic Front for the Liberation of Palestine (IFLP),1.0,0.0,31.950001,35.933331,Jordan
West Indonesia Mujahideen,1.0,2.0,5.093077,97.17183100000001,Indonesia
Armed Struggle for Proletarian Power,1.0,0.0,41.89052,12.494249,Italy
Mustafa Aktas Fighting Unit,1.0,0.0,51.213924,6.780691,West Germany (FRG)
Islamic Movement of Iraqi Mujahidin,1.0,1.0,33.431899,43.311566,Iraq
National Democratic Front of Liberia,1.0,0.0,6.695088,-10.874056,Liberia
Combat Nucleus of Communist Unity,1.0,0.0,42.350698,13.399934,Italy
Youth of the Land of Egypt,1.0,4.0,31.417651,31.814312,Egypt
Fighting Proletarian Front,1.0,0.0,41.89052,12.494249,Italy
Military Council for the True Liberation of Albania,1.0,0.0,48.856614,2.3522220000000003,France
Rival Party Members,1.0,1.0,26.933054,85.280007,Nepal
AGEL,1.0,0.0,40.416691,-3.7003449999999996,Spain
United Gorkha People's Organization (UGPO),1.0,0.0,26.689715999999997,91.909924,India
Powers of the Revolutionary Arc,1.0,0.0,38.076937,23.814764999999998,Greece
Revolutionary Movement,1.0,0.0,41.89052,12.494249,Italy
Revolutionary Front,1.0,0.0,10.273772,29.984608,South Sudan
Tribal Revolutionary Army (TRA),1.0,0.0,24.838268,93.914096,India
Supporters of Muhammad Umar Habib,1.0,3.0,2.059263,45.348245,Somalia
New Indigenous Army,1.0,0.0,18.5391667,-72.335,Haiti
Youth Movement for the Total Liberation of Azawad,1.0,2.0,15.915934,2.396143,Mali
Peoples' United Revolutionary Movement (HBDH),1.0,1.0,39.150285,39.288367,Turkey
Muhammed Shuqayr Group,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Cells for Solidarity Against Authority,1.0,0.0,37.97918,23.716647000000002,Greece
International Proletarian Groups,1.0,0.0,41.89052,12.494249,Italy
Robin Garcia Student Front,1.0,0.0,14.624422000000001,-90.53288,Guatemala
People's Rebellion,1.0,0.0,40.639348999999996,22.944616,Greece
Seaborne Moslem Raiders,1.0,0.0,6.054022,120.999705,Philippines
Liberation Youth Coordinating Board,1.0,0.0,-33.469115,-70.641997,Chile
Imperial Iranian Patriotic Organization,1.0,0.0,38.890370000000004,-77.031959,United States
People's Brigade For A Healthy Genetic Future,1.0,0.0,44.622265999999996,-123.937354,United States
M-19 Splinter,1.0,0.0,4.528694000000001,-75.703846,Colombia
East Side Action Committee,1.0,0.0,43.04181,-87.90684399999999,United States
Muslim United Liberation Tigers of Assam (MULTA),1.0,0.0,26.305637,90.457863,India
Martyrs of Baalbek,1.0,0.0,48.804689,2.289387,France
Turkish Revolutionaries,1.0,0.0,39.922059000000004,32.854683,Turkey
Vyborg Brigade,1.0,0.0,41.89052,12.494249,Italy
Tripura Nationalists,1.0,0.0,23.807118,91.563953,India
Movement of the Islamic State (MEI),1.0,11.0,36.782864000000004,3.3032489999999997,Algeria
Khalid ibn Walid,1.0,23.0,33.888763,35.492016,Lebanon
New caledonian independence supporters,1.0,0.0,44.837789,-0.57918,France
Jaish-e-Mohammad (Iraq),1.0,0.0,33.3,44.4,Iraq
The Independent Military Wing of the Syrian Revolution Abroad,1.0,2.0,39.909138,32.859192,Turkey
White Panther Party,1.0,0.0,45.511795,-122.675629,United States
Survivors of Hama,1.0,0.0,50.850335,4.351685,Belgium
Raul Sendic International Brigade,1.0,1.0,48.856614,2.3522220000000003,France
Left wing student group,1.0,0.0,14.596051000000001,120.97866599999999,Philippines
ROSADO-SOTO Command,1.0,0.0,18.426803,-66.184506,United States
All for the Fatherland Movement,1.0,0.0,-34.6037,-58.381503,Argentina
Ansar al-Din,1.0,0.0,32.000596,44.330818,Iraq
Movement of the Revolutionary Left (MIR) (Bolivia),1.0,0.0,-16.500194,-68.150162,Bolivia
Sea Shepherd Conservation Society,1.0,0.0,64.39830699999999,-21.458725,Iceland
Vetevendosje,1.0,0.0,42.662914,21.165503,Kosovo
League of the 18,1.0,0.0,50.240054,11.323375,West Germany (FRG)
Joint Palestinian leftist organization,1.0,0.0,33.120937,35.431414000000004,Lebanon
Black Tigers,1.0,1.0,32.311972999999995,35.026603,West Bank and Gaza Strip
Free and Democratic Society of Eastern Kurdistan (KODAR),1.0,20.0,35.522892,46.175668,Iran
Bolivarian Army of Liberation,1.0,0.0,10.502961,-66.917253,Venezuela
Forbidden Blockade (Greece),1.0,0.0,38.022259999999996,23.792685000000002,Greece
National Freedom Party,1.0,1.0,-29.740054999999998,30.981764000000002,South Africa
Enraged Revolutionaries,1.0,0.0,38.003837,23.741360999999998,Greece
Ningo Tribe,1.0,0.0,5.920397,-0.05342,Ghana
Samyukta Terai Madhes Mukti Party,1.0,0.0,26.766666999999998,85.266667,Nepal
Gulf Cartel,1.0,8.0,19.700592999999998,-101.186421,Mexico
28 February Armed Group,1.0,0.0,37.884727000000005,-4.779152,Spain
Chama Pueblo en Rebelion,1.0,0.0,10.481061,-66.90360600000001,Venezuela
Nuer White Army,1.0,5.0,7.333111,31.415796000000004,South Sudan
Bangladesh Tiger Force,1.0,2.0,25.326549,90.55424599999999,India
Death to the Demobilized Militias,1.0,1.0,6.270526,-75.57217299999999,Colombia
Bengali Sangram Mukti Bahini,1.0,0.0,26.499848999999998,90.969535,India
Nomadic AFARS,1.0,0.0,14.676084,40.422988000000004,Eritrea
Catholic E. Timurese,1.0,1.0,-9.296778,124.28258799999999,Indonesia
Zionist Resistance Fighters,1.0,1.0,36.752887,3.042048,Algeria
Organization of Anti-Fascist Students,1.0,0.0,43.370872999999996,-8.395835,Spain
hooded men,1.0,0.0,43.18418,-2.473289,Spain
Aidid Militia,1.0,0.0,2.03742,45.337971,Somalia
Itsekiri,1.0,10.0,5.51737,5.752496,Nigeria
Policarpa Salauarpieta (Women's Command),1.0,0.0,3.420628,-76.52211899999999,Colombia
Major Muhammad Zuhnyn Group,1.0,0.0,32.178344,34.907985,Israel
Karamyit Singh,1.0,2.0,28.632381,77.220004,India
Barak Valley Tiger Force (BVTF),1.0,0.0,24.681102,92.563805,India
National Movement Against the Mahgreb Invasion,1.0,1.0,43.663739,7.14882,France
Armed Islamic Movement,1.0,2.0,35.696944,-0.6330560000000001,Algeria
Bersatu,1.0,1.0,6.202025,101.252379,Thailand
Anarchists Attack Team,1.0,0.0,37.97918,23.716647000000002,Greece
Nordisk Rikspartiet (Nordic National Party),1.0,0.0,59.332788,18.064488,Sweden
Vengence Party,1.0,1.0,33.888628999999995,35.495478999999996,Lebanon
Ba'adi (on my own behalf),1.0,1.0,31.349998,34.299627,West Bank and Gaza Strip
Armed Fighting Nucleus For Communism,1.0,0.0,42.350698,13.399934,Italy
Force Etudiante Critique,1.0,0.0,45.50867,-73.55399200000001,Canada
Youth of Islamic Awakening,1.0,0.0,30.195224,35.734045,Jordan
The Jewish Execution with Silence,1.0,0.0,40.748705,-73.642488,United States
Portuguese Anti-Communist Movement,1.0,2.0,38.725299,-9.150036,Portugal
Front of Resistance and National Liberation of Albanians,1.0,0.0,42.7491667,20.820277800000003,Yugoslavia
Colombian Revolution,1.0,6.0,8.092419999999999,-76.72738000000001,Colombia
Union of Chadian Forces (UFNT),1.0,17.0,13.469215,22.192856,Chad
Croatian Liberation Army,1.0,0.0,34.053490000000004,-118.245319,United States
Opposition Jatiya Samajtantrik Del Party,1.0,0.0,23.811388,90.41210600000001,Bangladesh
Mujahedeen Group,1.0,8.0,33.291944,44.065556,Iraq
Extremist Nat'list Group,1.0,10.0,11.588591000000001,43.145343,Djibouti
Democratic Movement for the Liberation of the Eritrean Kunamas (DMLEK),1.0,0.0,14.919167000000002,37.835556,Eritrea
Ses'khona Peoples' Rights Movement,1.0,0.0,-33.981557,18.567629999999998,South Africa
Autonomous Decorators,1.0,0.0,50.973734,11.022435,Germany
Emilio Recabarren Commando,1.0,0.0,-36.609282,-72.102064,Chile
West Side Boys,1.0,0.0,8.489716,-12.756611,Sierra Leone
Yekbun,1.0,0.0,40.396667,49.973611,Azerbaijan
Stop the War Coalition,1.0,0.0,40.818985,-73.595724,United States
Balochistan National Army,1.0,11.0,30.182125,67.000517,Pakistan
Tribal guerrillas,1.0,0.0,29.495551000000003,60.862729,Iran
Scheutzen group,1.0,2.0,46.613463,11.157055999999999,Italy
Islamic Companies,1.0,5.0,33.3,44.4,Iraq
Democratic Force for the Defense of Human Rights (FDDH),1.0,0.0,-0.226111,29.213611,Democratic Republic of the Congo
Miguel Angel Cabrera Command,1.0,1.0,14.624422000000001,-90.53288,Guatemala
Argentina Libre (Free Argentina),1.0,0.0,-34.6037,-58.381503,Argentina
Liberation Front of the Senegalese People,1.0,0.0,14.764504,-17.366029,Senegal
Arabian Peninsula Freemen,1.0,1.0,50.850335,4.351685,Belgium
Unarmed Algerian,1.0,0.0,35.696944,-0.6330560000000001,Algeria
Jacinto Araujo Internationalist Rebel Insurrectionist Brigade,1.0,0.0,-38.951871999999995,-68.059079,Argentina
Jaish al-Islam (Libya),1.0,0.0,32.112079,20.084215,Libya
Fronte Paesanu Corsu di Liberazione (FPCL),1.0,0.0,41.918935,8.738341,France
Combatant Nucleus for Communism,1.0,0.0,45.434336,12.338786,Italy
French Basque Nationalists,1.0,0.0,43.327408,-1.032999,France
Sinhalese Insurgents,1.0,22.0,8.5922,81.19679599999999,Sri Lanka
Coup Plotters Against the Government,1.0,40.0,12.120819000000001,15.086542000000001,Chad
Abdul Qader Husseini Battalions of the Free Palestine movement,1.0,0.0,33.406527000000004,35.865598999999996,Syria
Popular Revolutionary Movement (Colombia),1.0,0.0,1.03033,-76.61475,Colombia
Unified Communist Party of Nepal (Maoist),1.0,0.0,27.7,85.333333,Nepal
Revenge Brigade,1.0,1.0,33.333151,44.321225,Iraq
Scottish Nationalists,1.0,0.0,55.865627,-4.257223000000001,United Kingdom
Ganda Koi,1.0,0.0,12.648483,-7.99414,Mali
Mitiga Militia,1.0,0.0,32.800385,13.157589000000002,Libya
Arab Revolutionary Front,1.0,0.0,45.764043,4.835659,France
Supporters of Johnny Adair,1.0,0.0,54.597269,-5.930109,United Kingdom
Commando 27 September,1.0,0.0,49.993038,8.247247,West Germany (FRG)
Justice Guerrillas,1.0,0.0,48.208174,16.373819,Austria
Combatent Communists,1.0,0.0,43.513329,10.319081,Italy
Dissident Republican Guard,1.0,5.0,15.352029000000002,44.207456,Yemen
Tayeb Al-Afghani's Islamist Group,1.0,15.0,34.850463,5.735441000000001,Algeria
Afghan War Veterans,1.0,0.0,56.832639,60.60085600000001,Russia
Army of State Liberators,1.0,0.0,31.76772,35.214742,Israel
Karabulak Gang,1.0,2.0,42.913299,44.466928,Russia
Carribbean Revolutionary Independence Army,1.0,0.0,48.856614,2.3522220000000003,France
Catalan independence group,1.0,0.0,41.387917,2.1699189999999997,Spain
Jai Shri Ram Hindu Bhai Group,1.0,0.0,26.773248,82.144164,India
United National Liberation Front of WESEA (UNLFW),1.0,9.0,26.420131,95.019992,India
Janatantrik Terai Madhes Mukti Party- Bhagat Singh (JTMMP),1.0,0.0,28.146057,81.778702,Nepal
Pahadi Cheetah,1.0,3.0,22.616173,85.815343,India
"Militant Islamic Group, name not stated",1.0,1.0,26.155061,32.716012,Egypt
Bharat Zinc Workers,1.0,0.0,23.093895,77.511151,India
Group of the Fatima Church Attack,1.0,0.0,5.804663,14.831348,Central African Republic
Youths of Ali Movement,1.0,0.0,33.354719,35.329469,Lebanon
The Mukti Bahini,1.0,6.0,22.347537,91.812332,Bangladesh
United Liberation Front for the New Algeria,1.0,0.0,48.856614,2.3522220000000003,France
Group Yuri Choukewitch,1.0,0.0,48.856614,2.3522220000000003,France
Dukhta-ran-e-Millat,1.0,1.0,34.083658,74.797368,India
"pro Khomeni group, name unk",1.0,0.0,40.416691,-3.7003449999999996,Spain
Saudi Hezbollah,1.0,19.0,26.26622,50.150465999999994,Saudi Arabia
Turkish Revenge Brigade,1.0,1.0,35.166778,33.36763,Cyprus
Jerusalem Groups Hebrew (Qvutzot Yerushalayim),1.0,3.0,32.178344,34.907985,Israel
Autonomous Intervention Collective Against the Zionist Presence in France,1.0,0.0,48.856614,2.3522220000000003,France
Martyr Ahmad Alishuay B Group,1.0,0.0,33.246259,35.5001,Lebanon
Proletarian Armed Squads,1.0,0.0,45.070562,7.686619,Italy
Cuban C-4 Movement,1.0,0.0,38.890370000000004,-77.031959,United States
Urhobo Revolutionary Army,1.0,0.0,5.456519999999999,5.88136,Nigeria
28s,1.0,0.0,-33.925313,18.426329,South Africa
Revolutionary Violence Units,1.0,0.0,40.653642,22.922404,Greece
Patriotic Resistance Army (ERP),1.0,0.0,14.0833,-87.2167,Honduras
Partisan Sharpshooters,1.0,0.0,43.296482,5.36978,France
La Paz peasants federation,1.0,0.0,-16.500194,-68.150162,Bolivia
Jordanian National Liberation Movement,1.0,0.0,30.05,31.25,Egypt
Kidnapping gang,1.0,1.0,16.863443,-99.881597,Mexico
Aqmur,1.0,0.0,14.353666,47.076809000000004,Yemen
Islamic Action Organization,1.0,0.0,35.166734999999996,33.367587,Cyprus
Revolutionary Continuity,1.0,0.0,37.977971999999994,23.742995999999998,Greece
Comite de Liberation et de Detournements d'Ordinateurs (Committee for the liberation and hijacking of computers),1.0,0.0,43.604652,1.444209,France
S. O. S. France,1.0,4.0,43.124228,5.928,France
Party Unity,1.0,0.0,25.096073999999998,85.313119,India
Lebanese Secret Army,1.0,1.0,34.438094,35.830837,Lebanon
Elements Police Cobra Squadron,1.0,4.0,14.0833,-87.2167,Honduras
Indigenous People's Federal Army (IPFA),1.0,0.0,7.216107000000001,124.241601,Philippines
The Ordinary Men,1.0,0.0,44.837789,-0.57918,France
Idriss Miskine Group,1.0,0.0,12.120819000000001,15.086542000000001,Chad
Anarchio Scene,1.0,0.0,50.055535,8.29729,West Germany (FRG)
Bani Nawaf tribe,1.0,0.0,15.47521,45.3296,Yemen
Black Malian Group,1.0,4.0,16.273971,-0.041066000000000005,Mali
Korean Youth League,1.0,1.0,37.566534999999995,126.97796899999999,South Korea
People's Military Organization (OMP),1.0,3.0,12.136389,-86.251389,Nicaragua
Cuncolta Naziunalista,1.0,2.0,42.697534999999995,9.450211999999999,France
Jund Ansar Allah,1.0,0.0,31.522462,34.464220000000005,West Bank and Gaza Strip
Anarchist Attack Consortium,1.0,0.0,38.02154,23.79724,Greece
